Date,BAP,BVN
2015-01-02,121.19811248779297,9.094769477844238
2015-01-05,117.88957214355469,9.64026927947998
2015-01-06,117.72227478027344,10.016472816467285
2015-01-07,118.28508758544922,9.903613090515137
2015-01-08,119.38031768798828,9.66848373413086
2015-01-09,118.04170227050781,10.40208625793457
2015-01-12,115.265625,10.881744384765625
2015-01-13,115.31124877929688,10.703049659729004
2015-01-14,111.43988800048828,10.072905540466309
2015-01-15,111.76693725585938,10.261006355285645
2015-01-16,110.73255157470703,10.486730575561523
2015-01-20,110.76298522949219,10.703049659729004
2015-01-21,111.53875732421875,10.50554084777832
2015-01-22,113.43264770507812,10.674834251403809
2015-01-23,113.93460083007812,10.298627853393555
2015-01-26,115.9120864868164,10.54316234588623
2015-01-27,115.41773223876953,11.041633605957031
2015-01-28,111.89624786376953,10.477327346801758
2015-01-29,111.23452758789062,10.439705848693848
2015-01-30,109.61447143554688,10.740671157836914
2015-02-02,112.093994140625,10.674834251403809
2015-02-03,115.83605194091797,10.213980674743652
2015-02-04,115.63068389892578,10.16695499420166
2015-02-05,117.03775787353516,10.373868942260742
2015-02-06,114.95375061035156,9.837777137756348
2015-02-09,117.12901306152344,10.072905540466309
2015-02-10,113.135986328125,9.950639724731445
2015-02-11,113.48584747314453,9.696699142456055
2015-02-12,114.33771514892578,9.875396728515625
2015-02-13,114.48983764648438,10.213980674743652
2015-02-17,116.04902648925781,9.771940231323242
2015-02-18,113.62275695800781,10.232792854309082
2015-02-19,113.07513427734375,9.903613090515137
2015-02-20,113.5619125366211,9.78134536743164
2015-02-23,112.86219024658203,9.988258361816406
2015-02-24,112.39063262939453,9.76253604888916
2015-02-25,112.33737182617188,10.016472816467285
2015-02-26,111.64524841308594,10.223387718200684
2015-02-27,110.4511489868164,10.89115047454834
2015-03-02,111.24976348876953,10.684237480163574
2015-03-03,113.53148651123047,10.279817581176758
2015-03-04,113.11318969726562,10.5243501663208
2015-03-05,113.59992980957031,10.590187072753906
2015-03-06,110.41309356689453,9.715510368347168
2015-03-09,109.78946685791016,9.395733833312988
2015-03-10,106.95247650146484,9.555622100830078
2015-03-11,106.29078674316406,10.204577445983887
2015-03-12,107.43164825439453,9.96944808959961
2015-03-13,105.64427185058594,9.913019180297852
2015-03-16,104.90653228759766,9.687294006347656
2015-03-17,104.27523803710938,9.753129959106445
2015-03-18,106.42767333984375,10.251603126525879
2015-03-19,105.8344497680664,10.336248397827148
2015-03-20,105.7203598022461,10.251603126525879
2015-03-23,105.08906555175781,10.279817581176758
2015-03-24,105.70512390136719,10.06350040435791
2015-03-25,105.33246612548828,9.941232681274414
2015-03-26,103.02790069580078,9.687294006347656
2015-03-27,105.37808227539062,9.555622100830078
2015-03-30,107.11219787597656,9.724915504455566
2015-03-31,106.96009063720703,9.52740478515625
2015-04-01,111.5692138671875,9.9224214553833
2015-04-02,114.75603485107422,9.84718132019043
2015-04-06,114.08671569824219,10.204577445983887
2015-04-07,113.4097900390625,9.9224214553833
2015-04-08,114.02586364746094,9.884801864624023
2015-04-09,115.50900268554688,9.800154685974121
2015-04-10,114.62672424316406,10.176362037658691
2015-04-13,113.38697814941406,10.025880813598633
2015-04-14,114.1475601196289,9.997664451599121
2015-04-15,114.86250305175781,10.204577445983887
2015-04-16,115.41011810302734,9.903613090515137
2015-04-17,115.10685729980469,9.913019180297852
2015-04-20,114.54348754882812,9.997664451599121
2015-04-21,114.99880981445312,10.30803394317627
2015-04-22,115.21488189697266,10.251603126525879
2015-04-23,116.11003875732422,10.336248397827148
2015-04-24,116.17951965332031,10.486730575561523
2015-04-27,117.05152893066406,10.514948844909668
2015-04-28,117.42192840576172,10.383275985717773
2015-04-29,116.71971130371094,10.580782890319824
2015-04-30,117.72289276123047,10.514948844909668
2015-05-01,118.84185791015625,10.54316234588623
2015-05-04,120.62449645996094,10.674834251403809
2015-05-05,119.8296127319336,10.759479522705078
2015-05-06,119.43607330322266,10.41148853302002
2015-05-07,118.19364929199219,10.458515167236328
